Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Psych Up,Scene x2,/,Normal,,Status,"6, 1 Target, Versatile","The user's Combat Stage Values are replaced with the Values of the Target. Sureshot."
Quick Attack,At-Will,2,Normal,1d8+6 ,Phys,"Melee, 1 Target, Dash, Priority","If the Dash Keyword is Activated, this Attack ignores Speed Evasion."
Radiant Beam,EOT,4,Normal,2d10+10 ,Spec,"6, 1 Target","On a roll of 18+, the Target becomes Dazed. Smite"
Rage,At-Will,2,Normal,1d8+8 ,Phys,"Melee, 1 Target","The user becomes Enraged. Until the end of the next Round, if the user is Enraged, the user gains +1 Attack or Special Attack CS whenever they are damaged by an Attack. Spirit Surge."
Rapid Spin,EOT,5,Normal,1d8+6 ,Phys,"Burst 1","Rapid Spin destroys all non-Blocking Hazards within 3m and removes all Coats the user is affected by. Spirit Surge."
Recover,Scene x2,/,Normal,,Status,"Self, Healing, Versatile","The user chooses to either restore 5 Ticks of Hit Points or become cured of all Physical Afflictions."
Recycle,Scene x2,/,Normal,,Status,"Self, Versatile","The user gains Temporary Hit Points equal to their Maximum Hit Points minus their Current Hit Point Value. Temporary Hit Points gained this way are removed at the start of your next Turn."
Reflect Type,Scene x2,2,Normal,,Status,"5, 1 Target, Swift Action","The user loses all of their Types. Choose a Type that the Target has, then the user becomes that Type. All changes made this way revert at the end of the Scene. Sureshot."
Refresh,Scene x2,/,Normal,,Status,"Melee, 1 Target or Self, Healing, Versatile","Choose one to apply to the Target:
■ Their Negative CS is reset to their Default Value
■ They are cured of a Physical Affliction
■ They remove all Coats they're affected by"
Retaliate,Scene x2,3,Normal,2d6+8 ,Phys,"Melee, 1 Target","This Attack's Damage Base is increased by +3 for each time the user was targeted with an Attack this Round. If an Ally fainted this Round, this has the Sureshot Keyword."
Return,At-Will,3,Normal,,Phys,"Melee, 1 Target","Return's Damage Base is equal to 4 plus two times the number of allies that have hit the Target since the end of this Pokemon's last turn (to a maximum of DB 12)."
Revelation Dance,EOT,4,Normal,2d10+10 ,Spec,"6, 1 Target","Revelation Dance is the same Type as the user’s primary Type (aka the first one in its Pokedex listing)."
Roar,Scene x2,2,Normal,,Status,"Burst 1, Sonic, Social","All Targets lose -1 CS in Attack and Special Attack. X is equal to the Target's Movement Value. Slide X (Away), Sureshot."
Rock Climb,At-Will,3,Normal,2d8+10 ,Phys,"Melee, 1 Target ","At the start of the user's Turn they may declare the usage of Rock Climb. During this Turn when moving, you ignore all Movement Penalties. *Grants Climber"
Round,EOT,5,Normal,2d6+8 ,Spec,"Burst 1, Sonic","If an Attack with the Sonic Keyword was used against the Target this Round, they cannot apply Evasion against this Attack. "
Safeguard,Scene x2,/,Normal,,Status,"Blessing, Versatile","Blessing – Any user affected by Safeguard may activate it as a Free Action when receiving a Status Affliction from an Enemy to instead not gain that Affliction. The user or Allies additionally may use a Swift Action to expend an Activation and become cured of a Status Affliction. Safeguard may be Activated 3 times, and then disappears."
Scary Face,EOT,6,Normal,,Status,"Close Blast 2, Versatile","All Targets become Suppressed. On a 15+, they cannot activate Reactions until the start of your next Turn. "
Scratch,At-Will,5,Normal,1d8+6 ,Phys,"Melee, Pass","On a roll of 18+, the Target becomes Wounded. Smite"
Screech,EOT,5,Normal,,Status,"Burst 1, Sonic, Versatile","All Targets have their Defense lowered by -3 CS. When this Attack hits, all Targets also become Dazed. Friendly, Spirit Surge."
Sharpen,EOT,/,Normal,,Status,"Self, Coat, Versatile","The user’s Attack or Special Attack are raised by +2 CS and the user gains a Sharp Coat. The user may expend the Sharp Coat as a Reaction when your Melee Attack is Resisted by a Target (By Type or Effect). When Expended this way, the Attack becomes one step more Effective against the Target who Resisted it."
Shell Smash,Scene x2,/,Normal,,Status,"Self, Versatile","The user gains +3 CS in Attack, Special Attack, and Speed, then becomes Vulnerable until the end of the next Round."
Shed Tail,Scene ,/,Normal,,Status,"Self, Shield, Trigger","If the user is hit by a Melee Attack, the user may use Shed Tail as a Reaction. The user Resists the Attack by an additional damage step. You may then Disengage as a Free Action. "
Shining Shroud,EOT,/,Normal,,Status,"5, Ranged Blast 3","Create a Zone within the Range of the Attack. Any Enemy without the Blindsense Capability is Blinded while they're in this Zone. This Zone is removed when you Faint or at the end of the next Round, whichever comes first."
Simple Beam,Scene x2,5,Normal,,Status,"Line 5, Versatile","Choose one effect to apply to each Target. A random ability becomes Disabled. Their Attacks become Normal Type until the end of their next Turn. A Stat of the Target is reset to its Default Value."
Sing,Scene x2,7,Normal,,Status,"Burst 1, Sonic, Versatile","All Targets hit by Sing become Drowsy. On a Miss, they instead become Vulnerable against the next Attack that targets them until the end of the next Round. Friendly, Spirit Surge."
Sketch,Scene,/,Normal,,Status,"15, 1 Target","Once Sketch has been used, remove Sketch from the user's Attack List. The last Attack that the Target used is added to the user's Attack List permanently. Sketch cannot be Reacted to or Intercepted. Once used, Sketch is replaced for the user with the added Attack for the purposes of things such as relearning. Sketch cannot be used to gain an Attack unique to a Boss Pokemon or a Legendary Signature Attack. Sureshot."
Skull Bash,Scene x2,4,Normal,3d12+10 ,Phys,"Melee, 1 Target, Set-Up","Charge Effect: The user gains DR equal to their Tier Value until the start of their next Turn. While you have Charge Tokens from this Attack, your Movement Value is halved.
Resolution Effect: This Attack is one step more effective for every 3 Charge Tokens expended (max 1.5x). The user may use their Defense as if it were the Offensive Stat for this Attack. Smite"
Slack Off,Scene x2,/,Normal,,Status,"Self, Healing, Versatile","The user restores 5 Ticks of Hit Points and is cured of a Mental Affliction."
Slam,At-Will,3,Normal,2d8+10 ,Phys,"Melee, 1 Target, Dash","If the Dash Keyword is Activated, this has the Smite Keyword. If the user is larger than the Target, this is a Critical Hit on a roll of 17+. "
Slash,EOT,5,Normal,2d8+10 ,Phys,"Melee, Pass","Slash is a Critical Hit on a roll of 18+. If Slash is used without the Pass Keyword, on a roll of 16+, the Target becomes Wounded."
Sleep Talk,Scene x2,/,Normal,,Status,"Self, Full Action","Sleep Talk may only be used if the user is Drowsy. Choose a different Attack to use as a Free Action, following Frequency as normal. The chosen Attack ignores the effects of Drowsy and isn't resisted."
Smelling Salts,Scene x2,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","If the Target is Paralyzed or Drowsy, Smelling Salts is automatically a Critical Hit. After Damage Calculations the Target is cured of those Afflictions."
Smokescreen,EOT,/,Normal,,Status,"5, Ranged Blast 3, Versatile","Smokescreen creates Smoke Hazards within the Range of this Attack

Smoke Hazard - Smoke Hazards break line of sight. Combatants on a Smoke Hazards are treated as Untargetable by all other Combatants that aren't in a contiguous Smoke Hazard. Combatants on a Smoke Hazard treat all Combatants that aren't in a contigous Smoke Hazard as if they were Untargetable. These Effects are ignored by Combatants with Tremorsense or Blindsense. You can still be Untargetable this way even if you were last Round."
Snore,At-Will,2,Normal,2d8+10 ,Spec,"Burst 1, Sonic, Movement Action","Snore can only be used if the user is Drowsy and is not changed to a Full Action. This cannot be used twice in a Round. Each Turn this is used in succession, you may add +1 to the Burst Range. Sureshot."
Soft-Boiled,Scene,/,Normal,,Status,"Melee, 1 Target; or Self","The Target is cured of all Status Afflictions or restores 3 Ticks of Hit Points"
Solar Eclipse,Scene,/,Normal,,Status,"Field, Weather","Solar Eclipse may only be used if the Weather is Foggy, Mystical or Sunny. For the rest of the Scene while the Weather persists, once per Round, the user and allies may use a Blessing on the Field without expending an Activation. "
Solar Flare,EOT,6,Normal,2d8+10 ,Spec,"Burst 1","If the Weather is Sunny, this Attack may be used as if it were 10, Ranged Blast 3."
Solstice Dance,Scene x2,/,Normal,,Status,"Blessing, Versatile, Weather","Blessing - Any user affected by Solstice Dance may activate it as a Free Action when using a Normal Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Solstice Dance may be Activated 3 times and then disappears. While this Blessing persists, the Weather becomes Sunny."
Sonic Boom,Scene x2,5,Normal,,Status,"Close Blast 3, Sonic, Versatile","All Targets of this Attack lose 3 Ticks of Hit Points. On a roll of 15+ the Target also becomes Vulnerable until the end of the Round."
Spike Cannon,EOT,5,Normal,1d8+6 ,Phys,"6, 1 Target","If Spike Cannon hits at least 4 times, the Target becomes Wounded. Five Strike"
Spit Up,Scene x2,5,Normal,1d8+8 ,Spec,"4, 1 Target ; or Close Blast 2","The user may expend any number of Stockpile Counters upon declaration of this Attack. For each Counter Expended, increase this Attacks' Damage base by +5. (Refer: Stockpile)"
Splash,EOT,/,Normal,,Status,"Self, Movement Action","The user may perform a Jump Maneuver as a Free Action and cannot Trigger Attacks of Opportunity this way. The user gains +3 Evasion until the start of their next Turn."
Spotlight,Scene,/,Normal,,Status,"3, 1 Target or Self, Versatile","If the Target was an Enemy, they become Vulnerable until the end of the Round. If the Target was the user or an Ally, all Enemies within 2m of the Target become Provoked by them until the end of their next Turn. Sureshot"
Starbeam,At-Will,3,Normal,2d6+8 ,Spec,"6, 1 Target","On a roll of 18+, the Target becomes Dazed. Smite"
Stockpile,At-Will  ,/,Normal,,Status,"Self, Versatile","After this Attack's Resolution, gain +1 Stockpile Counter (Max 3), Choose two different Effects to apply from the following list (You may expend Stockpile Counters to increase any of the Effects by +1 per Counter Expended). The user gains +1 Cs in Defense. The user gains +1 CS in Special Defense. The user gains 2 Ticks of Temporary Hit Points. The user gains 2 Ticks of Hit Points. "
Stomp,EOT,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","Stomp has the Sureshot Keyword against Targets that are smaller than the user. If they're two Size Categories smaller, it is a Critical Hit on a roll of 15+."
Strength,EOT,3,Normal,2d8+10 ,Phys,"Melee, 1 Target","You may immediately initiate a Push Maneuver as a Free Action. The Maneuver automatically hits, but you must still make the Opposed Roll.  "
Stuff Cheeks,Scene,/,Normal,,Status,"Self","Choose two different Effects to apply.
■ The user gains +2 CS in Defense
■ The user gains +2 CS in Special Defense
■ The user gains 3 Ticks of Temporary Hit Points"
Substitute,Scene,/,Normal,,Status,"Self, Coat","The user loses 1/4 of their maximum Hit Points, which cannot be prevented in any way, then creates a Substitute Coat. A substitute coat has HP equal to the amount lost in using this Attack. While affected by a Substitute Coat, you are immune to Status Afflictions and Status Attacks. When hit by an Attack, you subtract from the Substitute coat instead. If the substitute coat runs out of HP, it is expended. Damage does not carry over to the user. This cannot be used if the user has less than 1/4 of their Full Hit Points. "
Sunburst,EOT,/,Normal,,Status,"Burst 1","The user and all Targets gain +1 CS in Attack and Special Attack. If the Weather is Sunny, they gain +2 instead or are also cured of a Status Affliction."
Sunspot,EOT,4,Normal,,Status,"Burst 1; or 5, Ranged Blast 3","All Targets lose -2 CS in Attack and Special Attack. If the Weather is Sunny, they instead lose it in any two different Stats of your choosing."
Super Fang,Scene x2,4,Normal,,Phys,"Melee, 1 Target","Roll 2d3. The Target loses that many Ticks of Hit Points."
Supernova,Scene,7,Normal,3d12+10 ,Spec,"Burst 2, Full Action, Recoil 1/2, Reckless","If the Weather is Sunny, this Attack ignores the Recoil Keyword. Smite"
Supersonic,Scene x2,4,Normal,,Status,"4, 1 Target, Sonic, Versatile","The Target suffers a -3 Penalty to Accuracy Rolls until the end of their next Turn. When this Attack hits, the Target also becomes Dazed. Spirit Surge."
Swagger,EOT,4,Normal,,Status,"Self, Social, Versatile","The user gains +2 CS in Attack or Special Attack and is cured of one Mental Affliction."
Swallow,Scene x2,/,Normal,,Status,"Self","The user restores three Ticks of Hit Points. The user may expend any number of Stockpile Counters to increase this by one Ticks per Counter expended. (Refer: Stockpile)"
Sweet Scent,Scene x2,2,Normal,,Status,"Burst 1, Versatile","All Targets become Entranced. Friendly, Sureshot. *Grants Alluring"
Swift,EOT,/,Normal,1d8+8 ,Spec,"8, Ranged Blast 2","Friendly, Sureshot."
Swords Dance,EOT,/,Normal,,Status,"Self, Versatile","The user gains +2 CS in Attack. Their next Physical Attack gains the Smite Keyword."
Synchronoise,Scene x2,6,Normal,3d12+10 ,Spec,"Burst 3, Full Action","Any Target who does not share a Type with the user resists this Attack by an additional Damage Step. If they're an Ally, they are instead are not damaged."
Tackle,At-Will,2,Normal,1d8+8 ,Phys,"Melee, 1 Target, Dash","When the Dash Keyword is Activated, Tackle has the Smite Keyword. Slide 3 (Away)."
Tail Slap,EOT,2,Normal,2d6+10 ,Phys,"Melee, 1 Target ","If the user is Flanked, this Attack has the Sureshot Keyword."
Tail Whip,EOT,5,Normal,,Status,"Burst 1","You may immediately initiate a Trip Maneuver against all Targets hit by this Attack as a Free Action. The Maneuver automatically hits, but you must still make the Opposed Roll. All Targets who become Tripped this way also lose -3 CS in Defense. Friendly."
Take Down,EOT,2,Normal,2d10+10 ,Phys,"Melee, 1 Target, Dash, Recoil 1/3, Reckless","When the Dash Keyword is Activated and you're larger than the Target, both the user and the Target become Tripped after the Attack's resolution."
Tearful Look,EOT,5,Normal,,Status,"Close Blast 2, Social","For each Target, choose Attack or Special Attack. The Target loses -2 CS in the chosen Stat. When this Attack hits, the user resists the next Damaging Attack the Target makes against them by an additional Step. Friendly, Spirit Surge."
Teatime,Scene,7,Normal,,Status,"Burst 2, Versatile","All Enemies hit by this Attack become Cursed. The user and all Allies within this Range gain two Ticks of Temporary Hit Points. Spirit Surge."
Teeter Dance,Scene x2,6,Normal,,Status,"Burst 1, Dance, Movement Action","All Targets become Dazed. If the user is Dazed, Teeter Dance has the Sureshot Keyword."
Terrain Pulse,EOT,5,Normal,2d8+10 ,Spec,"Close Blast 3 or Burst 1; Full Action","When declaring Terrain Pulse, you may choose a Blessing, Field or Weather Attack that is currently affecting the Field. Terrain Pulse deals damage as if it were the Type of the chosen Attack."
Thrash,Scene x2,5,Normal,3d8+10 ,Phys,"Melee, All Adjacent Enemies, Full Action, Reckless","After Damage Calculations the user becomes Enraged. If the user is already Enraged, this Attack is also treated as one step more Effective but cannot surpass 1.5x Effectiveness. Smite"
Tickle,EOT,4,Normal,,Status,"Melee, 1 Target, Versatile","The Target becomes Weakened until the end of the next Round. This can only affect a target once per scene."
Tidy Up,Scene x2,/,Normal,,Status,"Burst 3, Swift Action","All non-Blocking Hazards within this range destroyed. You may choose to remove any Coat that is applied to the user or an Ally within this range. "
Transform,Scene x2,/,Normal,,Status,"10, 1 Target","The user Targets a Pokemon within 10 meters and assumes the form of the Target. It replaces its Attacks with the Target's, gains the Target's Abilities, and copies the Target's Weight, Height, Size, Type and Capabilities. Transform lasts until the user is switched out, KO'd or until the end of the Scene. The user may choose to end the Transformation on its turn as a Free Action, losing everything it gained and reverting. The user's Stats do not change from using Transform. Transform fails if the GM would determine the Target untransformable such as a Legendary. This Attack cannot be added to anyone's Attack List other than the User by any means. Sureshot."
Tri Attack,Scene x2,7,Normal,2d8+10 ,Spec,"6, 1 Target or 3, 3 Targets","If this Attack only has one Target, as a Full Action, this Attack's Type can either be Electric, Fire or Ice. Smite"
Trump Card,EOT,5,Normal,1d8+6 ,Spec,"Close Blast 2","For each Tick of Hit Point the user is missiing, the DB of this Attack is increased by +1. If the user is Surrounded, this has the Sureshot Keyword."
Uproar,Scene x2,6,Normal,2d10+10 ,Spec,"Burst 1, Sonic","All Combatants within 5 meters of the user are cured of the Drowsy Affliction. Spirit Surge."
Vice Grip,At-Will,3,Normal,1d8+6 ,Phys,"Melee, 1 Target, Full Action","The Target becomes Wounded. "
Weather Ball,EOT,4,Normal,2d10+10 ,Spec,"8, 1 Target","If there is Weather on the Field, you may deal Damage with Weather Ball as if it was a different Type, from the options listed below.
■ Foggy - Dark or Ghost
■ Mystical - Fairy or Psychic
■ Rainy - Ice or Water
■ Snowy - Ice or Water
■ Sandstorm - Ground or Rock
■ Sunny - Fire
■ Thunderstorm - Electric
■ Windy - Flying"
Work Up,EOT,/,Normal,,Status,"Self, Versatile","The user gains +2 CS to a Stat of their Choice and has a +2 Modifier to Accuracy or Save Checks until the end of their turn. "
Wrap,At-Will,3,Normal,1d8+6 ,Phys,"Melee, 1 Target","You may choose to mark the Target with a Wrap Mark. While an Enemy has a Wrap Mark, whenever they use a Movement Action they lose a Tick of Hit Points and whenever they would move, you must Slide into an Adjacent unoccupied space. If you would ever move into a space not Adjacent to them, they lose the Wrap Mark. You cannot apply Evasion against Attacks derrived from Enemies with your Wrap Mark."
Wring Out,Scene x2,3,Normal,3d8+10 ,Spec,"Melee, 1 Target","This has the Sureshot Keyword against Targets that are Trapped or Grappled."
Yawn,Scene x2,/,Normal,,Status,"2, 1 Target, Sonic, Coat, Versatile","The Target becomes Drowsy at the end of their next Turn. Sureshot."
Acid,At-Will,5,Poison,1d8+6 ,Spec,"Close Blast 2","The Target loses -1 CS in Defense or Special Defense, of your choice. Spirit Surge"
Acid Armor,Scene x2,/,Poison,,Status,"Self, Coat, Versatile","The user gains a Toxic Coat. While the user is affected by a Toxic Coat, whenever a Melee Attack hits them, the Attacker become Poisoned. The Toxic Coat can be expended as a Reaction to resist a Physical Attack by an additional Damage step. It also can be expended when the user hits a Special Poison Type Attack to cause all Targets to become Poisoned. "
Acid Breath,EOT,5,Poison,2d6+10 ,Spec,"6, 1 Target; or Line 3","On a Roll of 17+, all Targets become Poisoned. When calculating Weakness and Resistance for Acid Breath, Steel Typed Targets calculate damage as if Steel was weak to Poison and are hit despite normally being Immune."
Acid Rain,Scene x2,/,Poison,,Status,"Field, Versatile","The Field becomes Acidic for the next 5 Rounds. While the Field is Acidic, non Poison Type Enemies lose a Tick of Hit Points at the start of their Turn and Poison Type Pokemon gain a Tick of Temporary Hit Points at the start of their Turn."
Acid Spray,EOT,3,Poison,1d8+6 ,Spec,"4, 1 Target","The Target loses -2 CS in Defense or Special Defense, of your choice. "
Acidic Impact,Scene x2,3,Poison,3d12+10 ,Phys,"Melee, Dash, Recoil 1/3","If the Dash Keyword is Activated or the Target is Poisoned, this has the Smite Keyword."
Assassinate,Scene x2,3,Poison,2d6+10 ,Phys,"Melee, 1 Target","If the Target’s Hit Points are under 50% or they are Poisoned, Assassinate is automatically a Critical Hit"
Baneful Bunker,Scene,/,Poison,,Status,"Self, Shield, Trigger","If the user is hit by an attack, the user may use Baneful Bunker as a Standard Action + Reaction. The user is instead not hit by the Attack. You do not take any damage nor are you affected by any of the Attack’s effects. In addition, if the triggering attack was Melee, the attacker is Poisoned. "
Barb Barrage,Scene x2,6,Poison,1d8+6 ,Phys,"6, 1 Target or Burst 1","If Barb Barrage hits at least 3 times, the Target becomes Poisoned. Five Strike"
Belch,Scene x2,6,Poison,3d8+10 ,Spec,"Close Blast 2, Full Action","If the user was affected by a Consumable Item this Scene, Belch has the Sureshot Keyword. Smite"
Blighted Touch,Scene x2,3,Poison,,Status,"Melee, 1 Target, Versatile","The Target becomes Poisoned. If the Target is already Poisoned you may instead inflict Cursed, Paralyzed or Weakened. If Weakened is chosen it lasts until the end of the Round."
Clear Smog,Scene x2,5,Poison,1d8+6 ,Spec,"Close Blast 2","All Targets have one of their Coats removed of your choice. On a 15+, if this hits, the Target has the CS for all of their Stats set to their Default Value. Spirit Surge"
Coil,Scene x2,/,Poison,,Status,"Self, Coat, Versatile","The user gains the Coiled Coat. While a Combatant has a Coiled Coat, they are Slowed and resist Physical Attacks by an additional Damage Step. The user may expend the Coiled Coat when using a Melee Attack to give it the Sureshot Keyword. Each time the user is hit by an Attack, they must make a TN 8 Save Check or else the Coiled Coat becomes expended."
Corrosive Gas,Scene x2,4,Poison,,Status,"Burst 2 or Close Blast 2; Coat, Versatile","All Targets gain a Corrosion Coat. If a Combatant with the Corrosion Coat would be Immune or Resist Poison Type Attacks, it is treated as Neutral Effectiveness again. Combatants with the Corrosion Coat are no longer Immune to the Poisoned Affliction if they would be. When a Combatant with a Corrosion Coat ends their Turn, they lose -2 CS in Defense."
Cross Poison,EOT,5,Poison,2d6+10 ,Phys,"Melee, Pass","Cross Poison Inflicts Wounded on a roll of 17+. If they're already Wounded they instead become Poisoned."
Dire Claw,EOT,6,Poison,2d8+10 ,Phys,"Melee, Pass","Dire Claw gives the Target a Status Affliction on a roll of 17+. If this effect is triggered, roll 1d3; on a 1 the Target is Paralyzed; on a 2 the Target is Poisoned; on a 3 the Target becomes Wounded."
Gastro Acid,Scene x2,2,Poison,,Status,"4. 1 Target","Choose an Ability on the Target to become Disabled. (The GM reveals the options) Sureshot."
Gunk Shot,Scene x2,6,Poison,3d8+10 ,Phys,"6, Ranged Blast 2","On a roll of 15+, the Target becomes Poisoned. Smite"
Noxious Gas,EOT,5,Poison,1d8+8 ,Spec,"Close Blast 2","All Target have a -2 Accuracy Penalty until the end of their next Turn. Spirit Surge."
Numbing Venom,EOT,4,Poison,2d8+10 ,Spec,"6, 1 Target","You may cure the Target of the Poisoned Affliction. If you do, they become Paralyzed."
Petal Burst,Scene x2,7,Poison,3d8+10 ,Spec,"Burst 1, Full Action","Petal Burst Poisons all Targets hit with this Attack. On all non-Occupied Spaces in the Range of this Attack, Spike Hazards are created. Enemies that Trigger Spike Hazards created this way become Poisoned. Poison Type Pokemon  are Immune to Spike Hazards created this way and may destroy it when Moving over a Space with this Hazard. Smite. Spirit Surge.

Spike Hazards - Spaces with Spike Hazards are treated as Slow Terrain. Any Grounded Enemy that passes through a Spike Hazard loses one Tick of Hit Points and cannot gain Hit Points or Temporary Hit Points until the end of the next Round."
Plague Breath,Scene x2,6,Poison,2d6+10 ,Spec,"Close Blast 3, Full Action","All Targets hit by Plague Breath become Poisoned. If the Target is already Poisoned they instead lose -2 CS to all Stats with Positive CS. Smite"
Poison Dart,EOT,3,Poison,1d8+6 ,Phys,"6, 1 Target, Priority ","--"
Poison Fang,At-Will,2,Poison,2d6+10 ,Phys,"Melee, 1 Target, Bite","On a roll of 17+, Roll a d2. On a 1, the Target becomes Poisoned. On a 2, the Target becomes Wounded."
Poison Gas,EOT,6,Poison,,Status,"5, Ranged Blast 3, Hazard, Versatile","Poison Gas creates Gas Hazards within the Range of this Attack. Gas Hazards created this way also Poison Enemies that are affected by them. The Poisoned Affliction cannot be cured by Combatants standing in Gas Hazards created this way.

Gas Hazards - Any Enemy who ends their Turn on or moves through a Gas Hazard loses one Tick of Hit Points and suffers any additional effects derived from the source. This Effect is ignored by Combatants  with the Breathless Capability. "
Poison Jab,EOT,3,Poison,2d8+10 ,Phys,"Melee, 1 Target","On a roll of 15+, the Target becomes Poisoned."
Poison Powder,Scene x2,4,Poison,,Status,"6, Ranged Blast 2, Hazard, Versatile","All Targets hit by this Attack become Poisoned. Powder Hazards may then be set on the spaces in the range of this Attack until the end of the next Round. Whenever an Enemy triggers this Hazard they become Poisoned or lose a Tick of Hit Points if they're already Poisoned. 

Powder Hazard - Whenever an Enemy passes through or ends their turn on a Powder Hazard the Effect listed is applied. Users with the Breathless Capability ignore this Hazard."
Poison Sting,At-Will,3,Poison,1d8+6 ,Phys,"6, 1 Target","On a roll of 17+, the Target becomes Poisoned."
Poison Tail,EOT,3,Poison,2d6+8 ,Phys,"Melee, 1 Target","On an Even Roll, the Target becomes Poisoned. On an Odd Roll, they become Tripped."
Poisonous Wind,Scene x2,5,Poison,2d8+10 ,Spec,"8, 1 Target","On Even Rolls, all Targets become Poisoned. On Odd Rolls, all Targets become Paralyzed. Spirit Surge"
Purify,Scene x2,/,Poison,,Status,"Melee, 1 Target or Self; Healing","The Target is cured of all their Physical Afflictions. For every Affliction removed, the user restores a Tick of Hit Points."
Shell Side Arm,EOT,4,Poison,2d10+10 ,Spec,"6, 1 Target","On a roll of 17+, the Target becomes Poisoned. You may use either Attack or Special Attack as the Offensive Stat for this Attack. When calculating Damage, you may choose for the Target to apply either their Defense or Special Defense against this Attack, ignoring its Category. "
Sludge,EOT,3,Poison,2d6+8 ,Spec,"6, 1 Target","On a roll of 16+, the Target becomes Poisoned or Slowed."
Sludge Bomb,EOT,4,Poison,2d10+10 ,Spec,"8, 1 Target","On a roll of 16+, the Target becomes Poisoned. Smite"
Sludge Wave,Scene x2,6,Poison,3d8+10 ,Spec,"Burst 1 or Close Blast 2, Full Action","On a roll of 18+, all Targets become Poisoned or Slowed. Smite"
Smog,EOT,5,Poison,1d8+6 ,Spec,"Close Blast 2, Hazard","Smog may create Smoke Hazards within the Range of this Attack. If a Combatant begins or ends their turn in a Smoke Hazard created this way they become Poisoned. Spirit Surge

Smoke Hazard - Smoke Hazards break line of sight. Combatants on a Smoke Hazards are treated as Untargetable by all other Combatants that aren't in a contiguous Smoke Hazard. Combatants on a Smoke Hazard treat all Combatants that aren't in a contigous Smoke Hazard as if they were Untargetable. These Effects are ignored by Combatants with Tremorsense or Blindsense. You can still be Untargetable this way even if you were last Round."
Smog Cloud,Scene x2,/,Poison,,Status,"5, Ranged Blast 3, Hazard","Smog Cloud creates Smoke Hazards within the Range of this Attack. If a Combatant begins or ends their turn in a Smoke Hazard created this way they become Poisoned. 

Smoke Hazard - Smoke Hazards break line of sight. Combatants on a Smoke Hazards are treated as Untargetable by all other Combatants that aren't in a contiguous Smoke Hazard. Combatants on a Smoke Hazard treat all Combatants that aren't in a contigous Smoke Hazard as if they were Untargetable. These Effects are ignored by Combatants with Tremorsense or Blindsense. You can still be Untargetable this way even if you were last Round."
Sulfur Plume,EOT,6,Poison,2d8+10 ,Spec,"Burst 1 ","On a roll of 16+, all Targets become Poisoned. This Attack may also be used as a Full Action to treat its Range as Burst 2."
Toxic,Scene x2,4,Poison,,Status,"4, 1 Target, Versatile","The Target becomes Poisoned and it cannot be cured during their next Turn. Sureshot."
Toxic Mist,Scene x2,/,Poison,,Status,"Blessing, Versatile","Blessing - Any user affected by Toxic Mist may activate it as a Free Action when using a Poison Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Toxic Mist may be Activated 3 times and then disappears. "
Toxic Spikes,EOT,/,Poison,,Status,"6, Hazard, Swift Action","Choose 8 Spaces within the Range of this Attack to create Spike Hazards in, such that all 8 Spaces are Adjacent to at least one other Spike Hazard. Enemies that Trigger Spike Hazards created this way also become Poisoned. Poison Type Pokemon are Immune to Spike Hazards created this way and may destroy it when Moving over a Space with this Hazard.

Spike Hazards - Spaces with Spike Hazards are treated as Slow Terrain. Any Grounded Enemy that passes through a Spike Hazard loses one Tick of Hit Points and cannot gain Hit Points or Temporary Hit Points until the end of the next Round."
Toxic Threads,Scene x2,4,Poison,,Status,"6, 1 Target, Versatile","The Target becomes Slowed and Poisoned. *Grants Threaded"
Toxin Drain,Scene x2,/,Poison,,Status,"Self, Versatile","The user restores 5 Ticks of Hit Points. Additionally, the user may remove the Poisoned Affliction from any Combatant(s) within 3m of them. If they do, they gain two Ticks of Temporary Hit Points per Combatant cured this way."
Toxin Rain,Scene x2,5,Poison,,Status,"6, Ranged Blast 3, Versatile","On a hit, all Targets become Poisoned. After this Attack resolves, create a Zone within the range of this Attack. Whenever a Combatant ends their Turn in this Zone, they become Poisoned. This Zone lasts until you Faint. "
Toxin Splash,At-Will,3,Poison,1d8+6 ,Spec,"6, 1 Target","On a roll of 17+, the Target becomes Poisoned."
Venom Claw,Scene x2,4,Poison,2d6+8 ,Phys,"Melee, 1 Target","On an Even Roll, the Target becomes Poisoned. On an Odd Roll, they become Wounded."
Venom Drench,EOT,/,Poison,,Status,"Close Blast 2, Versatile","All Targets lose -2 CS in a Stat of your Choice. If they're Poisoned, they instead lose -2 CS in two stats of your choice and become Vulnerable until the end of the Round. Sureshot."
Venoshock,Scene x2,3,Poison,2d8+10 ,Spec,"6, 1 Target","If a Target hit by this Attack is Poisoned, you may cure them of the Affliction. If they are cured this way, they lose three Ticks of Hit Points."
Agility,EOT,/,Psychic,,Status,"Self, Versatile","The user gains +2 CS in Speed. Their next Dash Attack gains the Smite Keyword."
